"userid","age","gender","subscriptionplan","registrationdate","lastvisitdate","averagevisitfrequency","averagesessionduration","favoriteactivity","monthlyusage","monthsactive","churn"
"user_472",53,"Male","Pro","2022-11-09","2023-08-30 14:20:00",NULL,"80.14","Pilates",NULL,"24",1
"user_1841",42,"Male","Student","2023-06-14","2023-09-28 10:44:00","2.40","78.33","Swimming","2.4000000000000000","17",1
"user_4640",22,"Female","Student","2022-08-20","2023-10-10 11:09:00","1.00","97.50","Pilates","1.00000000000000000000","26",1
"user_953",53,"Female","Basic","2021-05-20","2023-09-13 08:34:00","2.20","93.09","Pilates","2.2000000000000000","41",1
"user_116",25,"Male","Pro","2022-04-07","2023-10-06 15:59:00","1.57","97.82","Yoga","1.5714285714285714","31",1
"user_4348",18,"Female","Pro","2021-01-19","2023-09-19 18:08:00","0.78","129.14","Swimming","0.77777777777777777778","45",1
"user_3665",55,"Male","Pro","2022-01-31","2023-09-13 19:36:00","1.44","94.38","Pilates","1.4444444444444444","33",1
"user_2607",27,"Female","Student","2021-08-03","2023-09-01 13:31:00","3.00","73.89","CrossFit","3.0000000000000000","39",1
"user_4546",45,"Male","Basic","2023-05-09","2023-10-02 22:02:00","1.50","103.44","Swimming","1.5000000000000000","18",1
"user_4188",21,"Female","Student","2021-12-26","2023-08-01 12:23:00","0.80","95.63","Cardio","0.80000000000000000000","34",1
"user_2466",52,"Male","Pro","2021-07-25","2023-09-23 08:43:00","2.33","105.86","CrossFit","2.3333333333333333","39",1
"user_710",52,"Female","Student","2022-09-21","2023-09-20 08:26:00","8.00","84.13","Cardio","8.0000000000000000","25",1
"user_4185",37,"Male","Basic","2023-05-03","2023-10-15 16:16:00","1.33","107.38","Swimming","1.3333333333333333","18",1
"user_3880",61,"Male","Student","2021-07-13","2023-07-11 19:25:00","2.50","97.50","Cardio","2.5000000000000000","40",1
"user_905",43,"Male","Pro","2023-04-27","2023-10-12 14:05:00","1.50","103.00","Weightlifting","1.5000000000000000","18",1
"user_1113",44,"Male","Pro","2022-08-31","2023-07-08 18:57:00","3.50","99.43","Swimming","3.5000000000000000","26",1
"user_3336",42,"Non-binary","Pro","2022-11-25","2023-08-12 16:13:00","0.18","50.50","Yoga","0.18181818181818181818","23",1
"user_1690",58,"Male","Basic","2022-07-14","2023-09-26 10:05:00","2.00","92.25","Pilates","2.0000000000000000","28",1
"user_1518",30,"Female","Pro","2023-02-11","2023-09-09 19:18:00","0.44","81.00","CrossFit","0.44444444444444444444","21",1
"user_3196",63,"Male","Student","2023-09-20","2023-08-08 19:34:00","13.00","107.62","CrossFit","13.0000000000000000","13",1
"user_840",38,"Non-binary","Student","2021-12-08","2023-10-06 15:49:00","1.00","98.09","Weightlifting","1.00000000000000000000","35",1
"user_3478",62,"Female","Basic","2022-03-13","2023-09-20 10:32:00","0.63","87.20","Swimming","0.62500000000000000000","32",1
"user_2815",43,"Female","Student","2022-11-29","2023-07-07 17:16:00","0.27","78.67","Weightlifting","0.27272727272727272727","23",1
"user_3991",42,"Male","Pro","2023-09-01","2023-09-17 21:02:00","3.50","124.86","Swimming","3.5000000000000000","14",1
"user_3916",45,"Male","Student","2022-08-09","2023-10-13 20:15:00","2.33","99.14","CrossFit","2.3333333333333333","27",1
"user_912",21,"Male","Pro","2022-09-12","2023-10-04 17:14:00","6.50","91.77","Swimming","6.5000000000000000","26",1
"user_773",29,"Male","Pro","2021-01-07","2023-08-24 16:58:00","0.70","98.71","Pilates","0.70000000000000000000","46",1
"user_2323",63,"Male","Basic","2023-05-20","2023-07-04 09:16:00","1.40","78.14","Swimming","1.4000000000000000","17",1
"user_1157",58,"Male","Basic","2021-06-10","2023-04-23 20:07:00","0.80","134.25","Weightlifting","0.80000000000000000000","41",1
"user_4968",49,"Male","Basic","2023-01-18","2023-09-02 11:37:00","0.89","117.50","Pilates","0.88888888888888888889","21",1
"user_2571",30,"Female","Pro","2021-12-22","2023-09-24 08:28:00","1.20","91.17","Cardio","1.2000000000000000","34",1
"user_4697",40,"Male","Basic","2021-03-25","2023-10-08 16:30:00","0.71","105.60","Swimming","0.71428571428571428571","43",1
"user_3648",35,"Female","Pro","2021-12-22","2023-10-03 20:41:00","0.50","102.80","Weightlifting","0.50000000000000000000","34",1
"user_3335",39,"Female","Student","2022-12-03","2023-09-08 19:30:00","0.55","69.83","Yoga","0.54545454545454545455","23",1
"user_888",40,"Male","Pro","2022-07-25","2023-09-19 20:22:00","3.00","105.11","Yoga","3.0000000000000000","27",1
"user_263",33,"Female","Basic","2023-08-27","2023-10-04 12:07:00","6.00","113.17","Cardio","6.0000000000000000","14",1
"user_4481",44,"Female","Student","2021-10-23","2023-10-03 14:17:00",NULL,"78.17","Weightlifting",NULL,"36",1
"user_3732",62,"Male","Student","2021-10-13","2023-10-01 13:47:00","10.00","100.30","Cardio","10.0000000000000000","37",1
"user_2942",61,"Male","Pro","2023-08-21","2023-09-11 10:57:00","3.00","126.67","Pilates","3.0000000000000000","14",1
"user_1413",34,"Male","Basic","2021-10-12","2023-10-15 21:06:00","9.00","104.00","Yoga","9.0000000000000000","37",1
"user_4802",47,"Female","Basic","2023-04-20","2023-09-27 19:57:00","1.33","119.38","Pilates","1.3333333333333333","18",1
"user_3672",33,"Male","Pro","2023-08-23","2023-08-24 15:37:00","4.50","116.44","Weightlifting","4.5000000000000000","14",1
"user_382",41,"Female","Student","2021-04-17","2023-08-26 14:48:00","0.83","156.20","Swimming","0.83333333333333333333","42",1
"user_3133",23,"Male","Basic","2023-06-01","2023-10-15 09:41:00","1.80","95.11","CrossFit","1.8000000000000000","17",1
"user_115",26,"Female","Pro","2022-05-04","2023-10-13 11:03:00","1.50","103.44","CrossFit","1.5000000000000000","30",1
"user_2352",38,"Male","Basic","2022-09-26","2023-10-15 11:02:00","9.00","77.11","Yoga","9.0000000000000000","25",1
"user_714",64,"Female","Student","2021-11-05","2023-08-02 11:51:00",NULL,"118.33","Yoga",NULL,"36",1
"user_566",29,"Male","Student","2023-05-24","2023-08-15 18:02:00","1.80","74.11","Yoga","1.8000000000000000","17",1
"user_3059",27,"Male","Basic","2022-06-24","2023-10-14 07:47:00","2.50","85.50","Swimming","2.5000000000000000","28",1
"user_171",61,"Male","Pro","2022-01-16","2023-07-22 17:40:00","0.44","86.75","CrossFit","0.44444444444444444444","33",1
"user_1294",19,"Male","Student","2021-12-19","2023-08-14 11:24:00","0.70","103.57","Pilates","0.70000000000000000000","34",1
"user_4438",37,"Male","Student","2021-08-22","2023-10-05 21:44:00","3.00","100.17","Weightlifting","3.0000000000000000","38",1
"user_4026",59,"Non-binary","Basic","2021-05-26","2023-10-11 18:07:00","2.20","105.64","CrossFit","2.2000000000000000","41",1
"user_2321",56,"Male","Student","2023-02-25","2023-09-12 19:16:00","0.75","54.83","Pilates","0.75000000000000000000","20",1
"user_4824",59,"Female","Basic","2021-07-08","2023-08-10 17:38:00","5.25","114.81","CrossFit","5.2500000000000000","40",1
"user_4644",24,"Female","Student","2021-08-01","2023-10-10 12:10:00","4.67","112.50","Weightlifting","4.6666666666666667","39",1
"user_2133",28,"Male","Basic","2021-04-28","2023-10-13 07:56:00","1.83","115.73","Weightlifting","1.8333333333333333","42",1
"user_1623",32,"Male","Pro","2021-08-02","2023-08-06 15:21:00","5.00","104.00","Weightlifting","5.0000000000000000","39",1
"user_2550",52,"Female","Basic","2021-08-26","2023-10-14 14:46:00","6.00","114.08","CrossFit","6.0000000000000000","38",1
"user_454",43,"Male","Pro","2023-06-06","2023-09-11 15:53:00","1.00","69.20","Cardio","1.00000000000000000000","17",1
"user_2808",21,"Female","Basic","2023-09-28","2023-09-17 16:00:00","16.00","95.00","CrossFit","16.0000000000000000","13",1
"user_1826",28,"Female","Basic","2022-11-19","2023-10-14 20:23:00","1.09","119.83","Cardio","1.0909090909090909","23",1
"user_4685",40,"Male","Pro","2021-03-05","2023-10-08 08:37:00","1.25","114.30","Cardio","1.2500000000000000","44",1
"user_900",27,"Female","Pro","2021-12-28","2023-08-09 12:03:00","1.20","101.08","Yoga","1.2000000000000000","34",1
"user_4595",63,"Male","Student","2023-02-20","2023-05-01 08:24:00","0.63","86.20","CrossFit","0.62500000000000000000","20",1
"user_3883",58,"Male","Basic","2022-10-28","2023-10-13 12:22:00",NULL,"89.80","Pilates",NULL,"24",1
"user_2335",54,"Female","Student","2021-03-17","2023-09-23 15:35:00","1.57","114.00","Cardio","1.5714285714285714","43",1
"user_2474",42,"Male","Pro","2022-08-28","2023-08-30 11:38:00","3.50","128.71","Cardio","3.5000000000000000","26",1
"user_912",21,"Male","Pro","2022-09-12","2023-08-26 12:30:00","4.00","95.50","Pilates","4.0000000000000000","26",1
"user_2505",37,"Male","Basic","2021-01-03","2023-10-08 10:19:00","0.80","109.63","Pilates","0.80000000000000000000","46",1
"user_1153",26,"Female","Student","2023-08-27","2023-10-13 17:33:00","6.50","86.15","Swimming","6.5000000000000000","14",1
"user_1433",34,"Male","Student","2021-05-05","2023-10-15 16:56:00","1.33","127.25","Weightlifting","1.3333333333333333","42",1
"user_3512",35,"Female","Basic","2021-08-16","2023-08-16 11:48:00","6.00","87.83","CrossFit","6.0000000000000000","38",1
"user_645",25,"Female","Student","2021-10-11","2023-09-24 13:46:00","8.00","115.13","Cardio","8.0000000000000000","37",1
"user_3500",45,"Female","Student","2023-03-30","2023-10-13 21:18:00","1.29","89.00","Yoga","1.2857142857142857","19",1
"user_4894",33,"Male","Student","2022-07-17","2023-10-15 17:04:00","4.00","80.67","CrossFit","4.0000000000000000","27",1
"user_2783",38,"Male","Pro","2021-04-26","2023-08-25 22:08:00","1.17","115.57","Pilates","1.1666666666666667","42",1
"user_583",53,"Female","Basic","2023-05-26","2023-10-12 17:49:00","3.60","107.28","Weightlifting","3.6000000000000000","17",1
"user_1312",61,"Male","Student","2022-03-20","2023-07-03 14:16:00","1.14","102.38","Yoga","1.1428571428571429","31",1
"user_2419",40,"Male","Basic","2021-10-23","2023-10-11 08:52:00",NULL,"99.93","Yoga",NULL,"36",1
"user_926",61,"Female","Basic","2021-08-19","2023-10-04 22:18:00","4.00","93.88","Pilates","4.0000000000000000","38",1
"user_4871",43,"Female","Student","2022-06-06","2023-09-16 14:22:00","2.60","110.85","Swimming","2.6000000000000000","29",1
"user_2921",53,"Male","Basic","2023-02-23","2023-10-03 19:06:00","1.00","117.38","Yoga","1.00000000000000000000","20",1
"user_4720",31,"Male","Student","2023-02-12","2023-09-10 09:10:00","1.00","113.67","Cardio","1.00000000000000000000","21",1
"user_2496",21,"Female","Basic","2023-03-02","2023-08-23 19:13:00","1.00","104.75","Cardio","1.00000000000000000000","20",1
"user_3011",51,"Male","Student","2023-06-27","2023-10-06 19:07:00","2.00","90.63","Pilates","2.0000000000000000","16",1
"user_3000",63,"Female","Pro","2022-04-08","2023-10-05 09:42:00","1.86","88.08","Swimming","1.8571428571428571","31",1
"user_4288",42,"Non-binary","Basic","2022-06-04","2023-06-09 14:27:00","0.60","80.33","Weightlifting","0.60000000000000000000","29",1
"user_2733",42,"Male","Pro","2023-04-26","2023-10-07 21:19:00","1.83","115.27","Weightlifting","1.8333333333333333","18",1
"user_4058",51,"Non-binary","Pro","2021-04-21","2023-10-09 07:58:00","1.33","84.38","CrossFit","1.3333333333333333","42",1
"user_3959",57,"Male","Basic","2022-06-24","2023-09-03 16:27:00","0.75","111.33","CrossFit","0.75000000000000000000","28",1
"user_4001",51,"Male","Pro","2022-06-22","2023-07-29 21:36:00","1.50","105.00","Swimming","1.5000000000000000","28",1
"user_1509",62,"Female","Basic","2022-09-19","2023-08-28 14:45:00","9.00","128.44","Swimming","9.0000000000000000","25",1
"user_1745",51,"Male","Student","2021-04-11","2023-10-08 22:42:00","1.43","107.70","Swimming","1.4285714285714286","43",1
"user_1099",64,"Female","Pro","2021-07-20","2023-10-15 12:53:00","4.67","91.93","Weightlifting","4.6666666666666667","39",1
"user_2343",58,"Male","Basic","2023-09-26","2023-08-23 08:47:00","6.00","109.17","Yoga","6.0000000000000000","13",1
"user_37",20,"Female","Student","2022-10-16","2023-08-17 08:44:00",NULL,"111.17","Weightlifting",NULL,"24",1
"user_1754",56,"Non-binary","Pro","2021-09-20","2023-09-19 07:31:00","11.00","100.82","Swimming","11.0000000000000000","37",1
"user_379",43,"Male","Pro","2021-09-10","2023-09-27 16:27:00","3.00","91.17","Cardio","3.0000000000000000","38",1
"user_1028",39,"Male","Pro","2022-03-15","2023-06-13 18:33:00","0.29","118.50","CrossFit","0.28571428571428571429","31",1
"user_2607",27,"Female","Student","2021-08-03","2023-08-16 21:46:00","2.00","125.00","Swimming","2.0000000000000000","39",1
"user_2652",22,"Non-binary","Pro","2021-01-09","2023-10-06 12:31:00","1.30","110.38","Swimming","1.3000000000000000","46",1
"user_315",47,"Male","Pro","2022-09-09","2023-10-14 13:59:00","3.50","84.86","Pilates","3.5000000000000000","26",1
"user_3409",40,"Male","Basic","2023-04-25","2023-09-24 10:11:00","1.00","88.33","Pilates","1.00000000000000000000","18",1
"user_1230",18,"Female","Student","2021-01-26","2023-10-12 20:43:00","1.22","111.91","CrossFit","1.2222222222222222","45",1
"user_963",23,"Female","Student","2021-05-14","2023-08-11 12:33:00","1.00","91.00","CrossFit","1.00000000000000000000","42",1
"user_4434",31,"Female","Student","2022-11-23","2023-09-28 16:28:00","0.82","109.00","CrossFit","0.81818181818181818182","23",1
"user_1271",41,"Male","Student","2022-05-17","2023-09-12 13:26:00","1.40","109.00","Yoga","1.4000000000000000","29",1
"user_702",26,"Male","Basic","2022-06-22","2023-09-22 20:23:00","2.00","142.50","Cardio","2.0000000000000000","28",1
"user_3057",28,"Non-binary","Student","2023-03-03","2023-09-09 17:03:00","1.00","102.38","CrossFit","1.00000000000000000000","20",1
"user_3541",44,"Male","Basic","2023-04-28","2023-10-12 18:27:00","2.67","112.56","Pilates","2.6666666666666667","18",1
"user_4008",43,"Male","Student","2021-08-18","2023-10-12 19:56:00","5.50","117.00","Yoga","5.5000000000000000","38",1
"user_4183",62,"Non-binary","Student","2022-12-26","2023-09-10 09:12:00","0.90","104.33","CrossFit","0.90000000000000000000","22",1
"user_2312",52,"Female","Student","2023-03-01","2023-07-07 09:13:00","1.00","86.75","CrossFit","1.00000000000000000000","20",1
"user_4854",52,"Male","Student","2021-07-29","2023-08-07 08:39:00","3.33","93.60","Swimming","3.3333333333333333","39",1
"user_2349",61,"Female","Pro","2023-06-19","2023-07-22 19:03:00","2.00","100.25","Swimming","2.0000000000000000","16",1
"user_2782",27,"Male","Basic","2022-10-31","2023-10-04 19:16:00",NULL,"101.50","CrossFit",NULL,"24",1
"user_278",41,"Male","Student","2023-09-28","2023-09-30 19:29:00","17.00","113.88","Weightlifting","17.0000000000000000","13",1
"user_1211",45,"Non-binary","Basic","2021-09-03","2023-10-15 13:21:00","5.50","132.91","Yoga","5.5000000000000000","38",1
"user_4234",56,"Female","Student","2021-12-22","2023-08-11 18:13:00","1.40","116.36","Pilates","1.4000000000000000","34",1
"user_1618",42,"Female","Student","2023-06-01","2023-10-12 21:42:00","2.20","94.36","Yoga","2.2000000000000000","17",1
"user_4169",46,"Non-binary","Basic","2022-07-04","2023-03-26 15:56:00","1.00","107.50","Swimming","1.00000000000000000000","28",1
"user_4811",64,"Female","Pro","2021-08-10","2023-09-22 20:22:00","2.67","88.13","CrossFit","2.6666666666666667","39",1
"user_4124",53,"Female","Student","2021-02-28","2023-08-26 22:50:00","1.38","106.55","Yoga","1.3750000000000000","44",1
"user_2622",22,"Non-binary","Pro","2021-09-02","2023-07-29 18:41:00","3.00","124.33","CrossFit","3.0000000000000000","38",1
"user_1871",30,"Female","Basic","2023-06-29","2023-09-13 18:52:00","1.75","94.00","Yoga","1.7500000000000000","16",1
"user_4930",37,"Male","Basic","2021-09-17","2023-10-11 20:27:00","12.00","91.58","Weightlifting","12.0000000000000000","37",1
"user_981",29,"Male","Student","2023-04-07","2023-07-18 06:52:00","0.57","78.75","Pilates","0.57142857142857142857","19",1
"user_3165",22,"Female","Basic","2021-09-02","2023-09-07 16:44:00","5.00","97.40","CrossFit","5.0000000000000000","38",1
"user_146",30,"Male","Student","2023-08-28","2023-10-10 19:42:00","3.00","80.50","CrossFit","3.0000000000000000","14",1
"user_2938",59,"Male","Basic","2021-05-02","2023-08-18 11:14:00","1.50","112.67","CrossFit","1.5000000000000000","42",1
"user_2556",24,"Male","Pro","2022-08-21","2023-08-31 13:20:00","4.50","99.67","Weightlifting","4.5000000000000000","26",1
"user_1571",62,"Male","Basic","2023-05-01","2023-09-14 16:57:00","1.50","119.78","CrossFit","1.5000000000000000","18",1
"user_4125",64,"Female","Pro","2022-03-22","2023-09-03 18:59:00","1.43","89.70","Weightlifting","1.4285714285714286","31",1
"user_2875",31,"Male","Student","2023-04-05","2023-09-24 20:52:00","0.86","85.67","Weightlifting","0.85714285714285714286","19",1
"user_4908",47,"Female","Student","2023-08-05","2023-07-13 15:31:00","2.00","79.50","Yoga","2.0000000000000000","15",1
"user_1172",38,"Female","Student","2023-05-15","2023-10-13 18:15:00","2.40","90.50","Pilates","2.4000000000000000","17",1
"user_4660",38,"Female","Pro","2022-10-04","2023-08-08 15:20:00","7.00","112.43","Pilates","7.0000000000000000","25",1
"user_4984",39,"Female","Basic","2021-02-24","2023-09-02 09:11:00","0.50","106.00","Yoga","0.50000000000000000000","44",1
"user_788",56,"Female","Pro","2021-11-26","2023-10-06 14:18:00","1.00","121.18","Yoga","1.00000000000000000000","35",1
"user_3088",50,"Female","Student","2022-04-16","2023-09-16 07:13:00","1.50","111.78","Swimming","1.5000000000000000","30",1
"user_4412",23,"Male","Student","2023-06-09","2023-08-16 11:25:00","1.40","113.57","Pilates","1.4000000000000000","17",1
"user_1810",63,"Male","Pro","2022-03-20","2023-10-12 10:54:00","1.43","100.20","Swimming","1.4285714285714286","31",1
"user_1393",41,"Male","Pro","2023-01-30","2023-10-02 19:27:00","1.00","95.11","Weightlifting","1.00000000000000000000","21",1
"user_4196",28,"Female","Pro","2021-01-21","2023-10-03 19:50:00","1.56","100.64","Weightlifting","1.5555555555555556","45",1
"user_329",22,"Male","Student","2023-03-24","2023-10-15 16:55:00","1.71","101.33","Weightlifting","1.7142857142857143","19",1
"user_3040",45,"Female","Basic","2022-12-25","2023-10-12 09:09:00","0.60","85.83","CrossFit","0.60000000000000000000","22",1
"user_4658",40,"Female","Pro","2023-04-18","2023-09-30 14:29:00","2.33","92.71","Weightlifting","2.3333333333333333","18",1
"user_1822",39,"Non-binary","Basic","2021-05-17","2023-09-18 10:30:00","1.40","90.86","Swimming","1.4000000000000000","41",1
"user_2779",51,"Male","Pro","2021-09-29","2023-10-03 15:20:00","7.00","93.29","Pilates","7.0000000000000000","37",1
"user_3130",46,"Non-binary","Pro","2021-07-02","2023-09-27 21:11:00","1.50","133.17","Weightlifting","1.5000000000000000","40",1
"user_558",47,"Female","Pro","2023-01-08","2023-10-06 12:35:00","0.50","101.00","Pilates","0.50000000000000000000","22",1
"user_896",32,"Non-binary","Basic","2022-10-15","2023-09-26 10:13:00",NULL,"135.33","Yoga",NULL,"24",1
"user_439",18,"Female","Pro","2021-05-29","2023-08-30 12:46:00","1.60","93.25","Cardio","1.6000000000000000","41",1
"user_4228",32,"Female","Student","2023-07-04","2023-10-15 12:16:00","3.50","97.57","Weightlifting","3.5000000000000000","16",1
"user_2788",19,"Male","Basic","2023-10-14","2023-08-06 09:14:00","5.00","148.20","Pilates","5.0000000000000000","13",1
"user_4938",54,"Female","Basic","2021-04-27","2023-10-07 09:42:00","1.00","120.50","CrossFit","1.00000000000000000000","42",1
"user_1761",64,"Male","Pro","2022-01-30","2023-09-25 12:58:00","1.00","109.22","Swimming","1.00000000000000000000","33",1
"user_1339",62,"Female","Pro","2023-07-13","2023-10-05 08:27:00","2.25","95.11","CrossFit","2.2500000000000000","16",1
"user_1442",38,"Male","Student","2023-02-27","2023-10-04 17:34:00","1.88","112.53","Pilates","1.8750000000000000","20",1
"user_2209",32,"Male","Basic","2022-08-13","2023-09-19 13:05:00","2.67","76.25","Yoga","2.6666666666666667","27",1
"user_3801",58,"Male","Student","2021-05-14","2023-10-14 16:47:00","1.33","95.50","Pilates","1.3333333333333333","42",1
"user_3154",50,"Male","Student","2022-04-01","2023-09-18 22:53:00","1.29","93.11","Swimming","1.2857142857142857","31",1
"user_278",41,"Male","Student","2023-09-28","2023-10-05 18:18:00","8.00","125.50","CrossFit","8.0000000000000000","13",1
"user_3172",50,"Female","Basic","2022-10-10","2023-08-25 22:42:00","12.00","122.67","Pilates","12.0000000000000000","25",1
"user_1164",38,"Male","Pro","2023-09-20","2023-09-03 17:47:00","9.00","119.11","Swimming","9.0000000000000000","13",1
"user_2858",47,"Male","Pro","2021-09-01","2023-10-14 10:27:00","8.00","112.63","Pilates","8.0000000000000000","38",1
"user_2518",51,"Male","Pro","2021-01-14","2023-08-08 11:34:00","1.10","108.82","Swimming","1.1000000000000000","46",1
"user_3855",61,"Male","Student","2022-11-04","2023-10-12 19:53:00",NULL,"68.60","Swimming",NULL,"24",1
"user_4791",31,"Female","Pro","2023-07-31","2023-10-03 18:50:00","3.33","99.00","CrossFit","3.3333333333333333","15",1
"user_3880",61,"Male","Student","2021-07-13","2023-09-10 23:20:00","2.50","118.80","Pilates","2.5000000000000000","40",1
"user_2455",20,"Female","Pro","2022-06-02","2023-10-06 11:42:00","1.00","122.40","CrossFit","1.00000000000000000000","29",1
"user_286",37,"Male","Pro","2022-05-29","2023-07-09 18:03:00","0.80","165.50","CrossFit","0.80000000000000000000","29",1
"user_404",39,"Male","Basic","2022-02-21","2023-09-08 14:39:00","1.13","104.22","Cardio","1.1250000000000000","32",1
"user_2581",34,"Female","Basic","2023-02-12","2023-09-06 09:44:00","1.44","110.77","Swimming","1.4444444444444444","21",1
"user_4491",51,"Female","Student","2023-01-23","2023-07-14 19:22:00","1.33","101.17","Pilates","1.3333333333333333","21",1
"user_2127",42,"Male","Student","2022-03-09","2023-09-09 18:40:00","1.00","89.13","Cardio","1.00000000000000000000","32",1
"user_3841",46,"Male","Pro","2023-03-05","2023-09-05 10:10:00","1.38","91.27","Swimming","1.3750000000000000","20",1
"user_1324",34,"Female","Basic","2021-12-26","2023-08-29 15:00:00","0.40","82.50","Swimming","0.40000000000000000000","34",1
"user_620",62,"Male","Student","2022-06-19","2023-06-15 14:01:00","2.25","100.11","CrossFit","2.2500000000000000","28",1
"user_2319",58,"Non-binary","Pro","2021-09-19","2023-09-21 21:21:00","8.00","94.63","Cardio","8.0000000000000000","37",1
"user_2521",19,"Male","Student","2022-03-07","2023-10-08 17:50:00","1.38","95.91","Swimming","1.3750000000000000","32",1
"user_3967",51,"Male","Basic","2021-12-25","2023-09-05 07:56:00","1.90","109.05","Swimming","1.9000000000000000","34",1
"user_3716",57,"Female","Pro","2022-07-19","2023-10-12 07:44:00","2.67","84.63","Yoga","2.6666666666666667","27",1
"user_3293",18,"Female","Student","2021-01-24","2023-09-11 14:55:00","1.56","94.50","Weightlifting","1.5555555555555556","45",1
"user_3919",53,"Female","Basic","2023-01-31","2023-07-18 08:56:00","0.33","114.00","Cardio","0.33333333333333333333","21",1
"user_541",41,"Non-binary","Student","2023-02-17","2023-10-05 11:32:00","1.00","103.50","Weightlifting","1.00000000000000000000","20",1
"user_2757",46,"Female","Student","2022-08-07","2023-10-11 08:19:00","4.33","76.38","Swimming","4.3333333333333333","27",1
"user_145",59,"Female","Basic","2022-04-09","2023-08-10 13:00:00","1.57","104.09","Yoga","1.5714285714285714","31",1
"user_2086",25,"Female","Basic","2021-04-17","2023-08-09 15:16:00","1.17","87.86","Swimming","1.1666666666666667","42",1
"user_3310",38,"Non-binary","Student","2023-08-06","2023-10-01 09:13:00","4.00","127.17","CrossFit","4.0000000000000000","15",1
"user_1879",63,"Female","Basic","2021-06-17","2023-10-01 17:37:00","1.50","91.83","CrossFit","1.5000000000000000","40",1
"user_903",56,"Male","Pro","2021-04-07","2023-10-03 09:16:00","1.86","103.31","Swimming","1.8571428571428571","43",1
"user_1733",29,"Male","Pro","2021-10-31","2023-05-26 21:11:00",NULL,"116.20","Yoga",NULL,"36",1
"user_3208",23,"Female","Student","2021-07-08","2023-10-02 11:18:00","2.25","135.67","Cardio","2.2500000000000000","40",1
"user_1590",34,"Female","Student","2021-01-11","2023-09-30 15:37:00","1.10","135.45","Pilates","1.1000000000000000","46",1
"user_2252",37,"Female","Student","2021-05-13","2023-08-15 16:26:00","2.17","117.85","Swimming","2.1666666666666667","42",1
"user_2374",53,"Female","Pro","2022-07-05","2023-09-20 21:08:00","2.25","111.33","Weightlifting","2.2500000000000000","28",1
"user_250",56,"Male","Pro","2023-10-01","2023-08-29 12:51:00","7.00","114.43","Pilates","7.0000000000000000","13",1
"user_474",47,"Male","Basic","2023-02-22","2023-08-24 11:37:00","0.75","118.33","Yoga","0.75000000000000000000","20",1
"user_3309",57,"Male","Pro","2021-02-08","2023-09-03 16:46:00","1.00","123.56","CrossFit","1.00000000000000000000","45",1
"user_3712",18,"Male","Basic","2021-11-29","2023-08-17 12:50:00","0.45","105.40","Pilates","0.45454545454545454545","35",1
"user_4953",57,"Female","Student","2021-08-24","2023-09-17 18:44:00","3.50","131.14","Cardio","3.5000000000000000","38",1
"user_2248",24,"Male","Basic","2022-03-02","2023-10-09 13:25:00","0.88","97.29","Cardio","0.87500000000000000000","32",1
"user_2906",21,"Female","Student","2023-07-24","2023-09-22 12:49:00","3.33","112.00","CrossFit","3.3333333333333333","15",1
"user_1741",49,"Male","Student","2021-01-27","2023-09-09 13:24:00","1.11","129.30","CrossFit","1.1111111111111111","45",1
"user_214",36,"Female","Basic","2021-11-20","2023-10-08 22:41:00","0.91","108.40","Yoga","0.90909090909090909091","35",1
"user_1042",43,"Non-binary","Pro","2021-10-07","2023-08-27 12:32:00","12.00","86.25","Yoga","12.0000000000000000","37",1
"user_2404",37,"Male","Pro","2022-08-22","2023-09-12 20:55:00","4.50","106.33","Pilates","4.5000000000000000","26",1
"user_419",49,"Female","Pro","2021-03-31","2023-09-23 13:22:00","2.00","95.21","Yoga","2.0000000000000000","43",1
"user_3097",47,"Male","Pro","2023-07-02","2023-10-14 12:12:00","1.50","117.50","Swimming","1.5000000000000000","16",1
"user_1691",34,"Male","Student","2021-09-05","2023-09-09 13:20:00","3.50","110.43","CrossFit","3.5000000000000000","38",1
"user_2144",30,"Female","Basic","2021-06-14","2023-09-27 20:01:00","1.60","117.50","Yoga","1.6000000000000000","41",1
"user_2677",27,"Female","Student","2021-04-17","2023-09-26 09:09:00","1.67","124.90","Yoga","1.6666666666666667","42",1
"user_4053",58,"Male","Basic","2021-06-17","2023-04-14 20:07:00","1.00","83.50","Pilates","1.00000000000000000000","40",1
"user_2726",40,"Male","Basic","2021-01-01","2023-09-27 08:58:00","1.20","103.33","Pilates","1.2000000000000000","46",1
"user_1126",23,"Female","Pro","2023-02-23","2023-07-29 20:22:00","0.88","132.14","Pilates","0.87500000000000000000","20",1
"user_1876",55,"Female","Student","2023-09-15","2023-10-11 11:23:00","10.00","79.00","CrossFit","10.0000000000000000","13",1
"user_1496",43,"Male","Student","2022-05-30","2023-09-26 15:43:00","2.00","111.00","Weightlifting","2.0000000000000000","29",1
"user_4918",53,"Male","Basic","2023-04-30","2023-10-03 18:49:00","2.00","106.75","Yoga","2.0000000000000000","18",1
"user_896",32,"Non-binary","Basic","2022-10-15","2023-10-01 12:17:00",NULL,"106.00","Cardio",NULL,"24",1
"user_3096",21,"Non-binary","Student","2023-07-24","2023-09-18 21:20:00","2.33","73.57","Swimming","2.3333333333333333","15",1
"user_1899",37,"Male","Pro","2021-06-04","2023-10-05 10:03:00","2.20","94.09","Swimming","2.2000000000000000","41",1
